"類型","","遊憩據點","","107年1月","107年2月","107年3月","107年4月","107年5月","107年6月","107年7月","107年8月","107年9月","107年10月","107年11月","107年12月","108年1月","108年2月","108年3月","108年4月","108年5月","108年6月","108年7月","108年8月","108年9月","108年10月","108年11月","108年12月","109年1月","109年2月","109年3月","109年4月","109年5月","109年6月","109年7月","109年8月","109年9月","109年10月","109年11月","109年12月","110年1月","110年2月","110年3月","110年4月","110年5月","110年6月","110年7月","110年8月","110年9月","110年10月","110年11月","110年12月","111年1月","111年2月","111年3月","111年4月","111年5月","111年6月","111年7月","111年8月","111年9月","111年10月","111年11月","111年12月","小計"
"其他","Others","臺北市立動物園","Taipei Zoo","247859","320457","328524","365104","219881","195516","259374","236031","193774","302296","290945","292697","244659","362155","298585","321794","216501","151763","294727","306063","201374","382891","345189","308949","292747","223683","129839","109072","134707","135606","185815","233016","150249","297361","239111","174917","218062","292531","202395","262885","74900","0","0","90490","78107","143080","203732","206571","139117","181925","208918","131425","70134","69530","178160","176746","134202","166228","255469","198490","12676328"
"其他","Others","士林官邸公園","Chiang Kai-shek Shilin Residence Park","143171","578983","215449","349367","141021","105290","103030","116805","75227","133995","126339","715807","139202","525045","256043","381400","166076","108956","90077","94659","60445","112863","468831","411415","146491","404081","58466","40687","32224","23615","26305","33413","26896","76343","350827","378892","101987","407032","352623","110612","29471","9553","11801","19613","15698","30449","193675","282279","72236","312150","129800","47100","25831","32269","28581","25503","34569","63339","252707","207083","10013697"
"其他","Others","臺北自來水園區","Taipei Water Park","71909","85613","88116","97966","109863","132261","159412","128959","85185","85463","78441","93099","65436","77522","81877","102948","115365","153826","162691","137123","93924","114759","100911","139645","75825","83016","68035","71028","93172","165010","195881","206577","104634","110550","107381","148567","85463","89022","72343","77857","45093","2932","5527","11643","13143","23070","26277","23994","16226","18277","21371","18245","12008","13272","64949","53535","18132","24464","24301","36084","4789218"
"其他","Others","十分瀑布","Shifen Waterfall","243900","305000","265000","241000","187500","214500","232500","222300","224000","233000","225700","199400","244000","327000","245000","242000","187700","214600","233000","222500","224500","235000","226000","200000","244500","166500","73500","60000","92000","123800","124000","126000","126500","125000","119000","80000","88000","145000","89000","95600","41000","0","19800","27000","75000","67000","73000","70000","70000","140000","95000","102000","95500","115000","155250","186300","145000","127000","103000","98000","9278350"
"其他","Others","十分旅遊服務中心","Shifen Sightseeing Service Center","391500","583000","492300","389000","300500","292000","385500","289600","275000","288000","255000","253000","392000","621000","453900","390000","300800","292200","386000","290000","275500","301000","255900","254500","392500","305000","130000","80000","143000","163500","185000","185000","180000","184000","167500","144500","105000","245000","135000","134000","52000","0","0","48000","108000","99000","96000","89500","85000","238000","145000","139360","132520","140000","189000","195000","185000","164000","139400","129600","13660580"
"其他","Others","淡水漁人碼頭","Tamshui Fishman’s Wharf","192280","248722","278544","243788","247178","258165","293684","260116","248211","289291","288701","279908","248687","248687","298332","301004","291418","283490","289828","309571","262282","302831","294193","295381","313945","206618","129651","78573","170552","123819","191622","191623","173902","173902","192862","139129","136954","178414","144812","161227","101610","60416","67326","95513","100929","165001","123142","136970","94946","102044","115627","114439","97126","123886","132975","128162","146359","127811","130026","117195","11543400"
"其他","Others","猴硐煤礦博物園區","Houtong Coal Mine Ecological Park","88300","118500","70100","90500","83000","88500","88600","95050","67000","80000","72800","81500","88400","128600","70200","90600","83050","88550","89000","96500","67600","85000","73500","81900","88500","65700","21000","20000","36000","48100","49000","54000","51000","52000","48000","29000","37600","72000","44500","43000","20000","2900","7500","22000","40000","38000","31000","26800","35500","65500","46200","46500","39000","47000","67810","88000","123000","110000","90000","77000","3849860"
"其他","Others","水湳洞遊客中心","Shuinandong Visitor Center","49200","53800","43500","54100","51500","51200","83500","93050","65800","76600","71400","80300","49300","57400","43550","54300","51550","54350","84000","94000","66000","81700","72000","80500","50000","29500","13000","10000","22000","33500","44000","39000","39000","40000","35000","37000","35000","51000","33000","30000","15000","0","0","10000","28500","27000","24000","25000","24900","47000","35300","35000","28000","32000","40320","50400","32000","28000","26000","27000","2639020"
"其他","Others","蘇澳冷泉","Su-ao Cold Spring","0","204","491","1596","5370","10427","19915","18792","5753","801","463","310","139","244","463","1514","1474","9129","47560","40080","11117","4550","347","232","78","134","203","184","2090","14276","23245","19073","4245","744","0","0","0","0","0","0","251","0","0","0","0","0","0","0","0","0","0","291","561","5928","21824","19775","2784","480","159","37","297333"
"其他","Others","國立傳統藝術中心","National Center for Traditional Arts","57180","119078","72425","100224","72093","74215","112730","119661","72029","79750","75703","99471","61288","141033","81888","77572","69041","82703","125960","111930","67638","90353","85374","85809","131157","79921","37228","30947","49353","79728","108068","130311","73662","101487","79652","68997","68582","105010","54445","74444","25950","0","1870","34768","32641","50373","64602","71252","49501","89676","48489","38107","17303","35000","70413","85232","48031","61806","58299","66438","4357891"
"其他","Others","蘭陽博物園區","Yilan County Lanyang Museum","35679","46382","42394","66147","57234","57257","92919","92716","58696","59857","40627","59308","32877","37876","40780","48108","43713","62419","101502","99896","55146","69971","67835","57597","53631","44911","21305","18533","32651","61497","95741","94723","49811","72345","51729","39906","42813","62802","38732","57264","20582","0","6882","55711","38122","57231","51568","46955","27034","31790","17161","20898","10390","22251","56767","65722","33305","45078","28321","31948","2933046"
"其他","Others","慈湖","Cihu","74634","77892","68964","77284","63574","57928","63620","53888","45322","59727","51037","60720","55000","60880","63442","71290","63198","58894","59816","56465","41400","55127","51224","45677","121616","133539","140040","162484","188787","176023","201431","166162","126344","237199","183477","110894","137582","186186","131476","123276","195837","156617","206549","218876","247104","264633","242216","273755","233336","229731","243521","275388","234567","277702","342637","302224","218568","256709","264408","204164","8852061"
"其他","Others","大坑登山步道","Ta-Keng Hiking Path","206321","219353","219801","225168","233165","246397","263647","274542","295317","262216","251408","199321","171649","173399","165855","173328","196896","255530","484797","278966","248767","240085","200875","306805","203146","206118","216443","245784","211607","256295","265182","422576","322315","346696","301449","306819","203864","230206","209140","216955","99284","0","8799","24919","56917","72278","61518","64913","184165","205477","181771","199888","128866","119446","127563","143336","150060","151749","225905","229405","12394462"
"其他","Others","福壽山農場","Fushoushan Farm","8667","13318","15125","13042","9541","11741","21170","17867","10977","23400","63599","35060","10928","25887","15942","9645","7577","11849","19427","10716","14437","32453","73125","30094","11047","23927","14041","8599","11330","16216","25341","26266","15690","33582","73487","43420","13126","25074","24606","14014","6815","0","1843","10589","11403","27464","76446","43910","12554","35796","35637","11494","4480","8540","21278","19758","13751","25138","56310","29110","1337669"
"其他","Others","后里馬場","Houli Race Course","0","0","0","0","0","0","0","0","0","0","796897","1019178","770964","820243","563023","588233","0","0","0","0","0","0","0","0","0","5320000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23522","20465","17054","23111","12946","11859","6543","7406","13268","12829","10734","16630","11470","10451","10076826"
"其他","Others","梧棲觀光漁港","Wuci Tourist Fish Port","100080","126560","101148","130810","106870","113309","125882","109420","152249","155813","183210","214923","159115","166260","138806","133209","130285","147920","133252","170540","199525","200436","172763","155038","188381","134430","99162","100374","133429","128273","120114","141905","123804","163125","124598","88094","109962","129606","101612","114637","63406","47503","96656","111906","130745","153099","115152","98287","109087","107523","93582","92470","85677","103234","121744","111860","128673","135051","111093","97505","7643182"
"其他","Others","臺中都會公園","Taichung Metropolitan Park","52409","75238","49616","56163","29522","25239","23236","17725","41279","49803","52079","34575","26688","32632","28412","37031","35781","34233","29639","21406","38016","46467","47678","30713","30600","36986","54238","52084","45648","32661","32976","32669","33153","55764","46917","31997","39776","45253","45847","44078","33327","20349","33115","30562","36489","49496","41666","37909","32375","38300","36382","44695","33345","34663","35524","32959","34155","41296","37314","50911","2311059"
"其他","Others","草悟道","Calligraphy Greenway","481241","650705","510591","581081","524603","497196","578074","457555","588561","556051","491967","478881","449014","478855","458274","492889","514243","577038","620464","531177","569437","580847","625952","693255","587252","411957","376319","425844","473007","548500","578802","521627","428672","498757","466913","473730","567839","605691","582917","542139","317390","153479","252509","363448","391589","477876","423643","489001","466921","512245","476489","417590","317778","335511","490742","548019","465841","604327","475827","538565","29596707"
"其他","Others","東豐自行車綠廊及后豐鐵馬道","Dongfong Green Bikeway and Houfeng Bikeway","730490","984478","860007","1140235","792330","691806","768472","674443","786316","963074","827048","782114","637767","1001442","790710","774927","753053","756068","835254","651957","824909","974347","951103","981977","845416","998586","639327","521465","483286","576019","530285","609546","686863","1226530","924939","700608","835431","1463105","854299","1034802","424875","0","102953","141110","395461","975766","685814","400617","349791","374306","336142","308901","249952","233876","322779","343173","308092","357752","335306","359203","39870703"
